User_ID,Age,Gender,Social_Media_Hours,Exercise_Hours,Sleep_Hours,Screen_Time_Hours,Survey_Stress_Score,Wearable_Stress_Score,Support_System,Academic_Performance, Social_Media_Hours,Parental_Pressure,Peer_Pressure,Mood_Rating,Self_Esteem_Score,Relationship_Issues,Time_Management,Home_Environment,Sleep_Quality,Financial_Stress,Diet_Quality,Anxiety_Symptoms
2742,15,F,7.873488484,1,6,11,2,0.648621238,Low,Good,8,1,2,2,2.46,0,0,1,0,1,1,2
2743,15,M,5.413353827,1,8,3,5,0.296929052,Moderate,Good,5,0,0,1,2.62,0,1,2,0,1,2,0
2744,14,F,3.238955526,1,7,4,2,0.143946725,High,Excellent,3,0,0,2,3.21,1,0,1,1,1,1,0
2745,17,F,1.362505651,1,5,4,2,0.510396555,High,Average,1,0,0,5,4.75,1,1,1,2,0,2,2
2746,17,M,8.875630718,2,9,12,5,0.481843725,Low,Poor,9,1,0,5,3.9,0,2,2,1,0,0,2
2747,18,F,4.707623924,3,6,2,1,0.516770409,High,Excellent,5,2,0,3,3.2,0,2,1,2,0,0,0
2748,18,M,8.78115197,1,8,8,4,0.823932324,Low,Good,9,1,2,4,4.08,0,1,0,0,0,1,0
2749,14,F,5.858521224,1,9,11,2,0.484545882,Moderate,Average,6,2,2,4,2.48,0,0,2,2,1,2,0
2750,18,M,6.741921166,3,10,9,5,0.90054058,Low,Excellent,7,1,0,2,3.92,0,0,0,1,0,0,2
2751,16,F,8.042611544,0,7,6,3,0.84181062,Low,Excellent,8,1,2,4,2.64,1,1,0,0,0,1,0
2752,13,F,6.591555446,3,8,12,3,0.651115949,High,Average,7,0,2,5,2.12,0,2,2,2,1,1,2
2753,13,M,3.980548407,1,6,11,2,0.056851858,Low,Poor,4,2,1,1,3.44,0,1,0,2,1,1,0
2754,13,F,5.136333839,2,8,6,4,0.864944389,Low,Poor,5,1,0,2,3.75,1,0,0,1,0,2,2
2755,14,M,8.030455247,2,7,8,5,0.905572029,Low,Poor,8,1,2,4,2.84,1,0,0,2,0,2,0
2756,14,M,3.736502964,2,7,12,5,0.375047135,Moderate,Average,4,0,2,5,3.26,0,0,2,0,1,0,1
2757,15,M,3.881214568,3,9,12,5,0.52615176,High,Good,4,0,0,3,3.78,1,0,2,2,0,2,1
2758,13,M,0.956901161,0,4,6,5,0.281020671,High,Excellent,1,2,1,4,4.07,1,2,2,1,1,2,2
2759,16,M,9.145844352,1,9,10,5,0.014716334,Low,Average,9,1,0,1,4.58,1,2,1,2,0,1,2
2760,18,F,0.910363149,2,9,5,4,0.479451061,Low,Poor,1,2,1,1,2.42,0,2,0,0,0,1,1
2761,16,F,6.482091774,2,7,6,5,0.129358973,Moderate,Poor,6,1,0,4,4.81,0,0,1,0,0,0,2
2762,18,F,4.131944788,1,7,4,4,0.18332471,High,Excellent,4,2,0,4,3.55,0,0,1,2,1,1,2
2763,13,M,4.056193903,2,6,4,4,0.480710812,High,Excellent,4,0,0,5,4.15,1,0,0,2,0,1,1
2764,13,F,6.795518366,1,10,9,4,0.867038341,Low,Excellent,7,1,0,4,3.8,0,1,2,0,1,1,0
2765,13,F,0.670937326,1,5,7,3,0.844632672,Moderate,Excellent,1,2,1,3,1.82,0,0,1,1,1,2,2
2766,14,F,5.93705783,2,8,4,1,0.965068421,Moderate,Excellent,6,0,1,5,1.29,1,2,2,0,0,1,2
2767,18,F,7.72031786,0,8,6,2,0.482680619,Low,Average,8,0,2,2,3.91,0,2,2,2,0,0,0
2768,14,F,8.282127579,2,10,6,3,0.55200891,Low,Poor,8,2,0,3,3.04,1,2,0,2,0,0,0
2769,14,M,1.705303894,0,9,12,1,0.822116234,Low,Poor,2,1,1,5,3.81,1,1,1,1,1,1,2
2770,17,M,8.974190501,1,8,11,3,0.69967341,Low,Average,9,1,1,5,2.91,1,2,1,0,0,1,2
2771,16,F,6.561460918,2,5,6,4,0.182822107,Low,Good,7,0,1,1,2.25,1,1,2,0,1,0,0
2772,16,M,8.818548008,2,6,11,4,0.398174752,Moderate,Poor,9,1,0,5,2.14,0,1,0,1,1,2,2
2773,15,M,4.852807171,1,5,5,5,0.929159292,Moderate,Good,5,1,2,3,3.92,0,1,1,0,0,1,0
2774,14,F,5.420333451,1,9,9,4,0.146127143,Low,Good,5,1,1,4,2.11,0,0,2,1,0,0,0
2775,18,F,9.19038277,1,8,12,3,0.209356374,Low,Good,9,0,0,3,3.86,1,0,2,0,0,2,2
2776,17,M,8.999095434,1,9,6,2,0.400660042,High,Good,9,2,1,2,2.54,0,2,2,1,0,0,2
2777,17,F,4.481608734,3,8,9,4,0.939874133,Moderate,Poor,4,1,1,5,4.08,0,2,0,1,1,2,0
2778,16,M,2.744126316,3,7,5,1,0.113818142,Moderate,Poor,3,0,2,5,1.57,1,1,0,1,0,0,2
2779,14,M,3.931704346,0,5,5,3,0.672942367,Low,Average,4,0,1,5,1.82,1,0,2,2,1,0,0
2780,15,F,3.877643285,0,6,8,1,0.132122524,Moderate,Poor,4,2,1,5,3.74,0,2,2,2,0,2,1
2781,14,M,2.86866875,3,5,12,5,0.524501036,Moderate,Average,3,1,0,1,3.24,1,2,0,2,1,1,1
2782,13,M,2.685796043,2,8,7,5,0.536563513,Moderate,Good,3,1,0,1,1.82,0,0,2,0,1,0,0
2783,14,M,8.610629365,2,5,11,2,0.042626107,High,Average,9,2,2,4,4.61,1,1,2,1,1,1,0
2784,13,F,0.698619207,2,8,11,3,0.954117791,Moderate,Average,1,2,0,5,2.1,1,2,0,0,1,0,2
2785,13,F,6.776111821,1,8,5,2,0.80662263,Low,Poor,7,0,0,2,2.68,0,2,2,0,0,2,0
2786,15,F,1.728200515,1,7,6,1,0.302854202,Moderate,Average,2,0,2,4,1.81,1,0,2,1,0,1,0
2787,18,F,3.445058934,3,5,8,2,0.130624292,Moderate,Good,3,2,1,5,2.55,1,0,2,2,0,2,2
2788,16,M,0.615430341,2,6,7,1,0.345626713,High,Poor,1,1,2,1,2.97,1,1,0,0,0,2,2
2789,14,F,2.699736369,0,6,3,2,0.894276546,Moderate,Poor,3,0,0,2,2.18,0,1,0,0,1,1,1
2790,13,F,7.684210711,0,8,12,5,0.132683597,High,Poor,8,0,2,4,4.08,0,2,0,0,0,1,0
2791,14,F,8.850153245,1,5,10,3,0.349317098,High,Excellent,9,1,1,2,2.58,0,1,1,2,1,1,0
2792,18,F,2.215271519,2,9,6,2,0.494304425,High,Good,2,0,2,5,3.92,1,2,1,1,1,2,1
2793,16,M,4.635478393,1,9,8,1,0.032884317,Moderate,Average,5,1,0,3,1.83,1,2,1,1,1,2,0
2794,18,M,4.703240479,0,5,3,3,0.268033713,Low,Excellent,5,1,0,2,2.51,1,0,1,0,1,2,2
2795,16,M,8.735753058,3,8,7,5,0.595633894,Low,Poor,9,1,2,2,1.03,1,2,0,1,1,1,0
2796,17,F,7.627990529,1,8,11,5,0.323964581,Moderate,Excellent,8,2,1,1,4.03,0,0,2,2,1,0,2
2797,16,F,5.130772184,0,8,11,4,0.87052544,High,Excellent,5,2,2,5,3.5,0,2,0,1,1,1,0
2798,15,M,6.707472005,1,5,5,3,0.936765419,Low,Average,7,2,1,2,4.27,1,2,1,0,1,0,1
2799,18,F,8.473550539,1,5,7,2,0.441542865,Moderate,Good,8,1,1,5,2.82,0,2,0,0,1,2,2
2800,13,F,0.09538954,1,5,9,5,0.532020475,Low,Excellent,0,1,2,1,4.2,0,1,2,1,1,0,2
2801,17,M,4.028900311,3,6,5,2,0.630808268,Moderate,Good,4,2,1,5,3.59,0,1,1,0,1,1,1
2802,15,M,9.072431673,3,9,3,2,0.664534966,High,Good,9,0,0,1,1.01,1,0,2,2,0,1,2
2803,14,F,7.403130308,1,8,7,1,0.063257944,Low,Poor,7,1,2,1,2.01,0,2,2,2,1,1,1
2804,18,F,5.428413743,1,10,8,2,0.05367943,Moderate,Poor,5,0,1,4,2.98,0,0,2,2,0,0,0
2805,13,F,5.29644527,2,4,2,4,0.865587674,Moderate,Average,5,0,0,5,3.47,0,0,1,2,1,1,1
2806,16,M,3.477700976,1,4,3,3,0.219872047,Low,Average,3,1,2,3,1.26,0,2,0,0,1,0,0
2807,13,M,5.205205336,0,8,4,3,0.584105503,Moderate,Excellent,5,1,0,4,3.82,0,1,1,0,1,2,2
2808,14,M,6.553831995,3,6,5,1,0.624671815,Low,Poor,7,0,0,1,3.17,1,1,1,1,1,0,2
2809,17,M,4.183630384,1,6,7,4,0.164464277,Moderate,Good,4,0,0,3,3.1,0,0,0,0,1,2,1
2810,17,F,7.141531464,1,7,5,4,0.761596627,Low,Good,7,2,1,2,2.17,0,1,0,1,0,0,0
2811,18,M,8.612322273,1,5,5,3,0.865945618,High,Excellent,9,2,2,2,3.38,1,2,0,0,0,2,1
2812,17,M,1.546848482,1,8,11,4,0.285377681,Low,Poor,2,1,2,4,1.11,0,2,0,1,1,1,2
2813,18,F,4.515470228,0,6,3,5,0.877840181,Moderate,Average,5,2,1,3,1.26,1,1,2,1,1,0,2
2814,18,F,4.080200913,0,8,7,2,0.081037169,High,Excellent,4,2,2,5,3.94,1,1,1,2,1,2,0
2815,18,F,6.87464804,1,9,12,2,0.800463926,High,Good,7,2,0,3,2.29,1,0,1,1,0,1,0
2816,16,M,2.498674653,2,5,8,3,0.640111161,Low,Poor,2,2,2,4,2.39,1,1,1,1,0,1,2
2817,15,F,6.40250915,1,10,9,3,0.583110789,Low,Average,6,0,1,5,1.83,0,0,0,1,1,2,2
2818,18,F,8.774892417,1,7,6,4,0.230132745,Low,Average,9,1,0,5,2.78,0,2,1,1,1,2,0
2819,18,M,4.181315998,2,10,2,1,0.361841803,High,Good,4,2,1,2,1.21,1,2,2,1,1,0,1
2820,15,M,9.110157,3,5,8,3,0.910304384,High,Good,9,0,0,3,2.2,0,2,1,2,0,2,1
2821,13,F,9.931637389,1,8,8,3,0.465741086,Low,Good,10,0,0,5,3.11,1,1,1,1,1,2,0
2822,18,M,1.060920499,0,6,3,3,0.594380084,Moderate,Good,1,0,2,4,2.86,0,1,2,1,1,1,0
2823,16,F,2.33053188,1,9,7,4,0.935851533,High,Average,2,2,0,2,5.0,0,1,2,1,1,2,0
2824,17,F,9.503797515,2,8,11,5,0.46648844,Low,Poor,10,2,1,5,2.56,1,0,1,0,0,2,2
2825,17,M,9.583276865,0,7,4,3,0.388269238,Moderate,Average,10,1,2,3,2.55,0,0,0,0,1,2,1
2826,14,F,0.977072754,1,9,7,5,0.893202111,Low,Good,1,2,1,2,3.01,1,0,0,2,1,1,0
2827,14,M,0.149985004,0,6,7,4,0.910887955,High,Poor,0,2,0,3,1.76,0,2,1,1,1,1,1
2828,17,M,1.611000233,0,5,10,1,0.354638259,High,Average,2,0,1,3,4.51,0,0,1,1,0,1,2
2829,17,M,9.960127834,1,8,10,2,0.591989683,Low,Poor,10,1,1,3,3.29,0,1,1,0,0,1,2
2830,16,F,1.799996166,1,8,10,2,0.963727773,Moderate,Average,2,2,0,2,1.77,1,1,1,1,1,0,0
2831,15,M,5.025476067,3,7,6,2,0.055470695,High,Poor,5,2,2,5,4.17,1,2,0,2,0,1,0
2832,14,M,8.484177264,2,7,3,2,0.03980242,Low,Average,8,0,1,1,1.14,1,1,1,1,1,1,0
2833,15,F,0.204016107,1,10,5,4,0.516580509,Low,Average,0,0,0,5,4.93,0,1,2,2,0,0,0
2834,16,F,6.044889823,1,8,9,2,0.291240144,Moderate,Excellent,6,2,2,2,4.46,1,1,0,0,1,0,1
2835,17,F,2.770254489,1,5,9,4,0.581849885,Moderate,Good,3,1,2,1,3.32,1,0,0,2,1,0,0
2836,18,F,8.623349164,0,5,12,1,0.724295353,High,Excellent,9,1,2,1,1.45,1,0,2,2,1,2,1
2837,15,M,2.834611493,3,10,7,3,0.069074338,Moderate,Average,3,0,1,1,1.86,0,1,1,2,0,1,2
2838,17,M,6.867557203,3,8,8,3,0.882367476,Moderate,Good,7,0,1,4,2.12,0,1,1,2,0,2,2
2839,17,M,6.742196324,1,9,7,3,0.276887001,High,Average,7,2,1,2,1.96,0,1,1,2,0,0,1
2840,13,F,2.214935489,0,6,4,4,0.381347482,Low,Excellent,2,0,2,4,2.99,0,1,1,2,1,0,1
2841,15,F,0.347991999,0,8,7,4,0.337036752,High,Poor,0,2,1,1,4.78,1,0,1,2,0,0,0
2842,18,M,4.092495738,2,8,7,4,0.839834858,High,Poor,4,1,0,4,2.78,0,2,2,2,1,0,0
2843,15,F,2.89193152,2,6,12,1,0.1706522,Moderate,Good,3,1,1,4,3.65,1,1,1,2,0,2,0
2844,17,F,8.089777496,3,7,6,5,0.028673218,Moderate,Excellent,8,2,1,2,3.75,0,0,2,0,1,0,2
2845,18,M,8.003641885,2,8,12,4,0.971801612,Low,Excellent,8,0,2,3,4.49,1,1,2,2,1,1,1
2846,16,M,4.570239522,1,7,7,4,0.980632475,Moderate,Average,5,1,1,4,1.14,1,2,2,2,1,1,1
2847,13,F,6.065122253,2,9,4,3,0.25769283,Low,Good,6,0,0,4,2.62,0,0,1,1,1,1,1
2848,17,F,6.04259516,2,9,4,2,0.009352635,Low,Poor,6,1,2,1,4.14,1,0,1,1,0,2,1
2849,14,F,8.271581484,2,9,3,2,0.645917102,Low,Excellent,8,2,0,1,4.26,1,2,0,1,1,0,0
2850,14,M,4.250024141,1,9,7,1,0.648463283,High,Average,4,2,2,1,4.71,1,2,0,2,0,2,0
2851,13,M,2.754466798,2,7,2,2,0.940356714,Moderate,Good,3,2,2,5,3.81,1,0,2,0,1,1,1
2852,16,M,2.650349181,2,6,6,5,0.298470511,Moderate,Excellent,3,1,1,4,1.98,0,2,0,0,1,0,0
2853,17,M,5.361922793,2,9,12,3,0.189504178,Low,Excellent,5,0,0,1,3.02,0,1,2,1,1,2,2
2854,15,M,4.491482027,2,7,9,1,0.616382347,Moderate,Poor,4,0,2,2,1.13,1,2,0,1,0,0,0
2855,13,F,4.40120771,2,5,10,2,0.563671066,Low,Excellent,4,0,1,5,3.59,0,2,1,2,1,0,2
2856,16,F,0.911373391,2,7,3,2,0.717736794,Moderate,Poor,1,1,2,3,3.22,1,0,1,0,1,2,2
2857,15,F,7.186037407,2,5,7,3,0.885127403,High,Excellent,7,1,2,4,3.67,1,2,2,0,1,1,1
2858,14,M,2.13736688,2,8,5,1,0.559745187,Moderate,Average,2,1,2,4,4.72,0,0,2,1,1,2,1
2859,14,M,1.969536302,1,6,11,3,0.15007526,Low,Average,2,1,2,2,3.75,1,1,1,0,0,2,0
2860,15,M,4.127583203,1,6,4,1,0.598128943,High,Average,4,1,2,3,2.28,0,2,1,1,1,1,1
2861,13,F,2.277783416,0,10,7,2,0.374101567,Moderate,Good,2,0,2,3,1.79,1,2,1,1,1,2,2
2862,14,M,5.838582673,2,9,8,3,0.452735029,High,Good,6,1,1,5,4.42,0,0,0,2,1,0,2
2863,17,M,3.714633393,2,9,7,3,0.959484391,Low,Average,4,1,2,4,1.78,0,0,0,1,0,1,0
2864,18,F,4.489117226,3,8,10,5,0.554947054,Low,Average,4,0,0,1,1.65,1,2,0,2,0,2,2
2865,15,M,5.371693216,1,9,4,3,0.149647159,Moderate,Average,5,1,1,2,1.83,0,0,0,0,1,0,1
2866,15,F,2.035355225,1,9,6,1,0.443158607,Low,Poor,2,0,0,2,3.04,1,2,2,0,0,1,0
2867,14,M,1.557516229,1,8,10,5,0.228430503,Moderate,Average,2,0,2,2,1.5,0,1,2,1,1,2,0
2868,13,M,8.804219029,0,10,7,3,0.135482494,Low,Good,9,2,0,2,4.75,1,2,0,1,0,1,0
2869,17,F,4.337237028,2,5,6,3,0.712234112,Low,Poor,4,2,2,1,4.87,0,1,2,2,1,0,1
2870,13,F,4.120936096,1,10,2,5,0.628569069,Low,Average,4,2,2,1,4.9,0,1,0,2,1,0,2
2871,16,F,0.356121503,2,6,10,2,0.497788867,Moderate,Good,0,2,1,5,1.16,0,0,0,0,0,1,1
2872,16,F,4.979763026,2,7,12,3,0.423238296,Moderate,Poor,5,1,1,4,4.78,1,0,1,0,1,0,0
2873,18,F,5.541697216,1,5,8,4,0.322217731,Moderate,Poor,6,2,2,1,4.99,0,0,0,1,1,0,2
2874,14,F,5.58840871,3,7,11,2,0.088008712,Moderate,Good,6,0,1,5,4.77,1,0,2,1,0,1,0
2875,14,M,7.070311693,1,8,7,3,0.299269648,Low,Good,7,1,0,3,3.68,0,2,0,2,1,1,1
2876,14,M,1.77481835,1,10,4,2,0.838394623,High,Poor,2,2,1,4,3.8,0,1,1,1,1,2,0
2877,18,F,2.522231342,3,10,2,1,0.783675395,Moderate,Good,3,0,1,1,1.49,1,2,2,2,1,2,1
2878,16,M,8.107304652,3,10,9,2,0.972317724,Low,Poor,8,1,0,3,4.5,0,1,1,0,0,1,0
2879,13,F,9.471706168,0,6,7,5,0.656067112,Low,Poor,9,1,1,5,1.24,1,1,0,0,0,0,0
2880,18,M,1.359327474,0,10,10,3,0.553639758,Moderate,Poor,1,2,2,1,2.27,1,1,0,1,1,0,0
2881,18,F,4.976495545,0,7,9,2,0.296044483,Moderate,Poor,5,1,0,1,4.96,1,2,0,2,0,1,1
2882,13,M,2.141762527,1,9,12,4,0.076860243,Low,Average,2,0,2,3,2.69,1,0,0,1,1,1,1
2883,14,M,0.600731684,3,5,7,1,0.618018338,Moderate,Good,1,1,0,1,1.52,1,2,2,1,0,1,1
2884,17,M,3.255033381,2,7,6,1,0.488162192,Moderate,Average,3,0,2,2,4.88,0,1,0,2,0,0,1
2885,13,M,1.436876252,1,10,5,2,0.759074513,High,Average,1,1,2,1,4.94,1,2,1,1,0,2,1
2886,16,M,7.099330734,3,10,7,5,0.411857928,High,Average,7,2,1,4,1.75,0,1,2,2,1,2,2
2887,15,F,5.337254137,1,8,11,1,0.985551358,Moderate,Average,5,0,2,3,4.46,1,0,2,2,0,0,0
2888,15,F,1.43834471,1,9,2,2,0.397612055,High,Poor,1,1,1,4,2.56,1,0,2,1,1,2,1
2889,18,F,0.092415884,3,5,12,2,0.333071635,High,Poor,0,1,0,5,2.53,0,2,1,2,1,1,2
2890,15,M,8.08157049,3,8,12,1,0.870986377,Moderate,Poor,8,1,2,4,2.05,0,0,1,0,0,1,2
2891,17,F,1.761944062,3,8,8,2,0.395506423,Low,Excellent,2,0,2,2,1.18,1,1,1,0,1,0,0
2892,14,M,6.062166422,2,5,5,2,0.870897319,Low,Poor,6,0,0,2,2.07,1,1,1,0,0,0,0
2893,16,M,3.369219131,2,5,4,4,0.027354286,Low,Average,3,0,0,4,1.22,0,0,0,0,1,1,0
2894,17,M,5.854859383,1,5,5,2,0.692593311,Low,Excellent,6,2,2,5,4.7,0,0,0,1,1,1,1
2895,16,F,3.15653627,2,8,3,2,0.071852873,High,Excellent,3,2,0,1,3.65,1,0,1,0,1,0,0
2896,16,M,0.869395607,3,5,7,5,0.148232463,High,Excellent,1,0,1,2,4.55,1,2,1,0,0,0,0
2897,14,F,2.229500086,1,7,3,1,0.70007502,Moderate,Poor,2,1,0,4,3.87,1,2,0,0,1,1,0
2898,18,F,1.880585665,2,6,9,5,0.289723341,Moderate,Average,2,2,0,4,1.53,0,1,0,0,0,1,2
2899,15,M,4.280193524,1,7,6,3,0.210433401,Low,Poor,4,0,2,4,4.76,1,2,1,1,1,2,1
2900,14,M,6.582837834,0,8,4,5,0.801526138,Low,Good,7,1,1,1,4.6,0,2,2,0,1,2,0
2901,17,F,2.638060749,2,8,7,3,0.946246864,Moderate,Excellent,3,2,0,3,2.39,0,1,2,2,1,1,2
2902,18,F,0.120699353,1,7,12,3,0.232380649,Moderate,Good,0,1,1,5,1.45,1,1,1,2,1,0,1
2903,17,F,5.189373643,2,7,9,5,0.317195956,Low,Excellent,5,1,1,3,3.82,1,0,2,1,0,2,0
2904,18,F,6.057594894,0,6,7,4,0.714073306,High,Excellent,6,1,1,5,3.91,0,0,0,1,1,2,2
2905,17,F,9.62870494,3,9,10,5,0.815292871,High,Good,10,1,2,5,4.59,1,2,2,1,1,1,1
2906,14,F,5.894708031,1,6,9,1,0.9991623,High,Good,6,2,0,4,1.21,1,1,1,0,1,0,0
2907,18,M,4.711725594,1,6,11,5,0.273370723,High,Poor,5,2,2,2,1.57,0,2,2,1,1,0,0
2908,18,F,5.734016259,0,8,4,4,0.556618589,High,Good,6,2,0,4,3.39,1,2,2,0,0,1,2
2909,16,F,9.279006299,3,6,11,5,0.134018941,Moderate,Good,9,0,0,1,3.48,0,1,2,1,1,0,0
2910,16,F,8.283781456,2,9,5,4,0.330840105,Moderate,Average,8,2,2,5,1.13,0,1,0,2,0,1,2
2911,13,F,3.229787334,2,6,11,1,0.044968571,Low,Good,3,1,1,2,2.59,1,1,0,2,1,0,2
2912,17,M,2.372543637,1,8,5,2,0.210838543,Moderate,Poor,2,2,1,5,3.34,0,1,0,0,0,1,2
2913,16,M,2.626336124,1,4,11,4,0.506544977,Moderate,Excellent,3,1,0,5,3.95,0,2,1,1,0,0,1
2914,13,F,5.044210397,0,6,12,4,0.163759123,Moderate,Excellent,5,0,2,4,2.26,1,2,2,2,1,1,2
2915,16,F,7.440494512,2,6,3,4,0.88938331,Moderate,Average,7,1,1,2,2.94,0,2,0,0,0,1,1
2916,17,F,5.032192072,1,9,12,1,0.710309011,Low,Poor,5,1,1,2,4.26,1,1,0,2,1,0,0
2917,18,M,0.677963958,3,10,3,3,0.027736003,Moderate,Excellent,1,1,0,5,4.82,0,0,2,1,1,1,1
2918,15,M,7.235807004,2,7,4,4,0.876701556,Moderate,Average,7,0,0,2,1.92,0,2,1,0,0,2,2
2919,17,M,8.059701287,1,9,6,1,0.977320994,Low,Excellent,8,2,2,2,2.01,0,0,2,2,1,0,0
2920,14,M,2.894978651,0,8,12,2,0.50186157,Moderate,Poor,3,2,0,4,4.76,0,0,1,1,1,1,2
2921,16,M,6.641257393,2,10,7,4,0.314610678,Low,Good,7,0,1,3,2.58,0,0,2,0,0,0,2
2922,16,M,4.265919011,0,9,8,3,0.263464449,High,Average,4,1,1,1,3.87,0,1,0,2,1,0,0
2923,18,F,8.891193557,1,4,9,1,0.087419494,High,Good,9,2,1,3,3.45,0,1,0,2,1,1,2
2924,14,M,8.452255582,1,8,12,2,0.491609378,Moderate,Poor,8,0,1,2,2.14,1,2,0,0,0,2,1
2925,18,M,5.254319983,2,7,10,3,0.050140022,Moderate,Poor,5,2,2,5,3.61,0,2,1,1,0,0,0
2926,14,F,6.915055458,2,4,4,2,0.503837191,Moderate,Excellent,7,0,2,1,3.62,1,1,2,0,1,2,0
2927,15,M,8.83349701,1,6,5,3,0.252548441,Moderate,Excellent,9,1,0,1,3.37,0,1,1,2,1,2,0
2928,16,F,4.957170101,0,10,3,5,0.476431956,High,Average,5,2,0,5,1.4,0,0,0,2,0,1,2
2929,16,M,3.132507405,1,10,8,5,0.418384126,High,Excellent,3,0,0,1,4.98,1,1,1,2,1,1,2
2930,15,F,7.536661379,2,9,4,5,0.305114252,Moderate,Excellent,8,2,2,5,2.6,1,1,1,1,0,0,0
2931,13,F,2.200662548,1,10,5,2,0.44863824,Low,Poor,2,2,1,1,3.55,1,1,1,2,1,1,1
2932,18,F,3.88531148,1,9,11,5,0.474033889,Low,Poor,4,2,0,3,4.54,0,1,2,2,0,0,2
2933,15,F,8.657272371,3,4,5,1,0.833691762,High,Average,9,2,1,1,2.69,1,0,1,0,1,0,2
2934,18,F,7.244223403,3,6,8,1,0.665783343,Low,Good,7,0,0,4,4.1,0,2,1,2,1,2,2
2935,17,M,4.038110052,3,4,6,5,0.433156598,Moderate,Average,4,1,0,5,4.89,0,0,1,0,0,1,1
2936,16,M,2.147445024,2,5,3,3,0.905241938,Moderate,Poor,2,0,0,1,2.44,1,1,0,2,1,1,2
2937,18,F,3.559683908,1,5,6,3,0.755740777,Moderate,Poor,4,0,0,5,2.62,0,1,0,0,0,0,2
2938,14,F,2.841041492,1,7,6,2,0.075716897,Moderate,Average,3,0,0,4,4.62,1,2,2,0,0,2,1
2939,18,F,1.760892879,1,9,11,3,0.153745829,Moderate,Average,2,1,1,1,1.64,1,2,0,0,0,1,1
2940,17,M,7.433329136,1,9,5,4,0.081667884,Low,Good,7,2,0,1,1.11,1,2,2,0,1,2,2
2941,16,F,2.520698869,3,8,6,3,0.31886336,Low,Poor,3,2,1,4,4.64,1,0,0,1,1,2,0
2942,15,F,4.541674702,2,10,10,1,0.435646621,High,Excellent,5,2,2,4,4.29,0,2,2,2,0,0,0
2943,17,F,3.858594468,2,7,10,3,0.504245923,High,Poor,4,1,0,4,4.89,0,1,2,1,0,1,1
2944,16,F,9.820773786,1,9,10,2,0.851412199,Low,Excellent,10,2,1,5,1.23,1,1,2,2,0,1,2
2945,18,M,3.910922441,3,7,12,3,0.017956286,Low,Excellent,4,1,2,4,1.62,1,1,0,0,1,1,1
2946,13,F,0.799824828,2,6,10,2,0.428288406,High,Excellent,1,2,2,5,1.42,0,0,1,2,0,2,1
2947,13,F,0.898257526,0,9,6,4,0.410998374,Moderate,Good,1,2,2,3,3.73,0,2,0,0,0,1,0
2948,14,M,5.907537214,3,6,10,5,0.947475937,High,Average,6,0,1,1,3.42,1,2,1,2,1,0,1
2949,16,F,5.993635517,1,7,7,4,0.241036918,High,Excellent,6,1,0,1,2.44,0,2,0,0,0,2,1
2950,13,F,4.187589905,0,6,5,1,0.122405812,Low,Average,4,0,0,2,1.23,0,2,1,2,1,1,2
2951,15,M,4.318436923,2,8,5,4,0.142260212,High,Excellent,4,0,1,3,3.56,0,1,0,2,0,2,2
2952,16,M,0.539325828,2,10,4,4,0.520142724,High,Good,1,0,0,4,3.28,0,0,2,2,0,2,1
2953,15,M,5.165465104,0,4,3,1,0.390903804,Low,Excellent,5,1,1,4,1.45,1,2,2,0,0,2,1
2954,15,F,5.047394754,1,9,4,1,0.754142028,Moderate,Average,5,1,0,3,4.64,0,1,2,2,1,0,2
2955,13,F,1.495493186,3,4,3,5,0.323182372,Moderate,Good,1,2,2,4,1.8,1,1,1,0,1,1,0
2956,16,M,1.038393861,2,6,11,5,0.127961752,Moderate,Average,1,0,0,2,3.97,1,0,1,1,1,1,2
2957,18,M,1.235724906,2,5,11,3,0.38687579,Low,Average,1,2,1,5,4.54,1,2,2,2,0,2,2
2958,17,M,1.010282465,1,9,8,2,0.883035617,High,Average,1,0,1,1,3.32,0,0,1,0,0,1,2
2959,13,F,6.097081955,0,4,10,1,0.405526553,Moderate,Excellent,6,1,2,3,1.99,0,2,2,0,0,2,2
2960,13,F,1.964826524,1,7,4,4,0.833627722,High,Good,2,1,1,1,2.24,1,0,0,0,0,2,2
2961,18,M,2.514301522,1,6,11,4,0.371530086,Low,Good,3,1,0,5,4.54,0,2,1,1,1,2,0
2962,16,F,1.735721442,1,5,7,5,0.281385624,Moderate,Good,2,0,0,3,2.19,1,2,1,0,0,0,2
2963,16,M,9.578353044,1,9,3,2,0.77486273,Moderate,Poor,10,1,2,5,3.98,1,0,0,1,0,1,2
2964,15,F,8.546174632,2,5,3,1,0.209234528,High,Poor,9,0,1,4,4.96,0,2,1,1,1,2,0
2965,18,F,2.304948374,1,5,5,5,0.231830706,Moderate,Good,2,2,2,4,5.0,0,0,1,0,0,1,1
2966,18,F,3.275662939,2,6,2,2,0.049812838,Low,Excellent,3,0,0,4,3.13,0,0,1,2,1,0,0
2967,16,F,2.098928423,1,8,5,1,0.187845711,High,Poor,2,2,2,5,4.31,1,2,0,1,0,0,2
2968,15,M,4.918759595,1,8,3,4,0.378815394,High,Excellent,5,0,1,5,4.96,1,2,2,0,1,2,1
2969,13,F,0.196105325,0,4,4,4,0.399572699,Moderate,Excellent,0,2,2,5,2.5,0,0,2,1,0,0,0
2970,14,F,6.713680089,1,5,5,5,0.420628087,Moderate,Poor,7,1,1,1,2.01,1,1,0,0,1,0,1
